month,day,year,hour,Product ID,Type,Air temp,Process temp,Rpm,Torque,Tool wear,Machine failure,unix
1,6,2015,6,L47381,L,298.3,308.5,1575,41.2,105,0,1420504200000
1,6,2015,7,L47383,L,298.4,308.5,1490,37.9,110,0,1420507800000
1,6,2015,8,L47384,L,298.4,308.5,1741,32.8,112,0,1420511400000
1,6,2015,9,L47386,L,298.5,308.7,1609,35.3,117,0,1420515000000
1,6,2015,10,L47388,L,298.4,308.6,1591,36.7,122,0,1420518600000
1,6,2015,11,L47389,L,298.4,308.6,1477,44,124,0,1420522200000
1,6,2015,12,L47390,L,298.4,308.7,1523,36.1,126,0,1420525800000
1,6,2015,13,L47391,L,298.5,308.7,1575,33.9,128,0,1420529400000
1,6,2015,14,L47393,L,298.4,308.7,1386,44.9,135,0,1420533000000
1,6,2015,15,L47395,L,298.3,308.6,1548,40.3,140,0,1420536600000
1,6,2015,16,L47396,L,298.3,308.6,1499,38.3,142,0,1420540200000
1,6,2015,17,L47397,L,298.3,308.5,1664,31.6,144,0,1420543800000
1,6,2015,18,L47398,L,298.3,308.6,1447,38.1,146,0,1420547400000
1,6,2015,19,L47400,L,298.3,308.5,1416,52.7,151,0,1420551000000
1,6,2015,20,L47402,L,298.4,308.6,1304,45,158,0,1420554600000
1,6,2015,21,L47403,L,298.4,308.6,1569,34.4,160,0,1420558200000
1,6,2015,22,L47404,L,298.3,308.6,1584,29.3,162,0,1420561800000
1,6,2015,23,L47405,L,298.3,308.5,1362,53.8,164,0,1420565400000
1,7,2015,0,L47406,L,298.3,308.4,1329,49.2,166,0,1420569000000
1,7,2015,1,L47407,L,298.3,308.5,1539,36.1,168,0,1420572600000
1,7,2015,2,L47409,L,298.3,308.5,1538,32.2,173,0,1420576200000
1,7,2015,3,L47410,L,298.3,308.6,1570,34.8,175,0,1420579800000
1,7,2015,4,L47411,L,298.3,308.4,1408,43.1,177,0,1420583400000
1,7,2015,5,L47412,L,298.2,308.4,1424,47.6,179,0,1420587000000
1,7,2015,6,L47413,L,298.2,308.4,1512,34.9,181,0,1420590600000
1,7,2015,7,L47414,L,298.2,308.4,1478,42.9,183,0,1420594200000
1,7,2015,8,L47416,L,298.1,308.3,1495,38.7,188,0,1420597800000
1,7,2015,9,L47418,L,297.9,308.1,1393,50.3,193,0,1420601400000
1,7,2015,10,L47419,L,298,308.2,1611,30.6,195,0,1420605000000
1,7,2015,11,L47421,L,298,308.1,1777,24.3,200,0,1420608600000
1,7,2015,12,L47422,L,298,308.2,1348,58.8,202,1,1420612200000
1,7,2015,13,L47423,L,298,308.2,1442,44.1,204,0,1420615800000
1,7,2015,14,L47426,L,297.9,308.1,1585,33.5,212,0,1420619400000
1,7,2015,15,L47427,L,298,308.2,1469,45.5,214,0,1420623000000
1,7,2015,16,L47428,L,298,308.3,1362,56.8,216,1,1420626600000
1,7,2015,17,L47429,L,298,308.3,1405,56.2,218,1,1420630200000
1,7,2015,18,L47430,L,298,308.3,1662,32.7,0,0,1420633800000
1,7,2015,19,L47432,L,298,308.2,1620,35.8,5,0,1420637400000
1,7,2015,20,L47433,L,298,308.2,1357,48.2,7,0,1420641000000
1,7,2015,21,L47434,L,298,308.2,1514,37.9,9,0,1420644600000
1,7,2015,22,L47435,L,298,308.2,1489,40.4,11,0,1420648200000
1,7,2015,23,L47436,L,298.1,308.3,1331,63,13,0,1420651800000
1,8,2015,0,L47437,L,298,308,1615,29.5,15,0,1420655400000
1,8,2015,1,L47438,L,298.1,308.2,1482,37.9,17,0,1420659000000
1,8,2015,2,L47441,L,298.1,308.2,1654,32.1,25,0,1420662600000
1,8,2015,3,L47444,L,298.1,308.2,1390,47.5,33,0,1420666200000
1,8,2015,4,L47445,L,298,308.1,1454,37.1,35,0,1420669800000
1,8,2015,5,L47447,L,297.9,308,1954,21.1,42,0,1420673400000
1,8,2015,6,L47449,L,298,308,1524,37,49,0,1420677000000
1,8,2015,7,L47452,L,298.1,308.1,1484,40.4,59,0,1420680600000
1,8,2015,8,L47453,L,298.1,308,1426,46,61,0,1420684200000
1,8,2015,9,L47454,L,298.1,308,1652,28.5,63,0,1420687800000
1,8,2015,10,L47455,L,298,308,1401,54.7,65,0,1420691400000
1,8,2015,11,L47459,L,298,308.1,1819,23.4,78,0,1420695000000
1,8,2015,12,L47461,L,298.1,308,1626,36.5,83,0,1420698600000
1,8,2015,13,L47463,L,298.2,308.2,1469,43,88,0,1420702200000
1,8,2015,14,L47464,L,298.2,308.3,2051,19.2,90,0,1420705800000
1,8,2015,15,L47465,L,298.2,308.3,1568,36,92,0,1420709400000
1,8,2015,16,L47466,L,298.2,308.3,1589,33.2,94,0,1420713000000
1,8,2015,17,L47467,L,298.2,308.3,1805,31.6,96,0,1420716600000
1,8,2015,18,L47469,L,298.1,308.4,1436,46.7,103,0,1420720200000
1,8,2015,19,L47470,L,298.1,308.4,1438,45.6,105,0,1420723800000
1,8,2015,20,L47471,L,298,308.3,1473,42.6,107,0,1420727400000
1,8,2015,21,L47472,L,298.1,308.4,1335,40.2,109,0,1420731000000
1,8,2015,22,L47476,L,298,308.5,1395,46.2,122,0,1420734600000
1,8,2015,23,L47477,L,298,308.5,1713,25.3,124,0,1420738200000
1,9,2015,0,L47480,L,297.8,308.4,1622,38.3,134,0,1420741800000
1,9,2015,1,L47481,L,297.7,308.4,1740,27.1,136,0,1420745400000
1,9,2015,2,L47484,L,297.8,308.4,1737,27.5,146,0,1420749000000
1,9,2015,3,L47485,L,297.8,308.4,2129,19.2,148,0,1420752600000
1,9,2015,4,L47486,L,297.8,308.4,1374,47.1,150,0,1420756200000
1,9,2015,5,L47488,L,297.9,308.5,1305,47.2,155,0,1420759800000
1,9,2015,6,L47492,L,297.9,308.6,1468,36,168,0,1420763400000
1,9,2015,7,L47493,L,298,308.6,1313,50.8,170,0,1420767000000
1,9,2015,8,L47495,L,297.9,308.4,1646,40.6,175,0,1420770600000
1,9,2015,9,L47496,L,297.8,308.4,1714,33.2,177,0,1420774200000
1,9,2015,10,L47497,L,297.8,308.4,1685,28.4,179,0,1420777800000
1,9,2015,11,L47498,L,297.8,308.4,1512,39.9,181,0,1420781400000
1,9,2015,12,L47499,L,297.8,308.4,1612,32.1,183,0,1420785000000
1,9,2015,13,L47501,L,297.8,308.4,1518,32.5,190,0,1420788600000
1,9,2015,14,L47502,L,297.8,308.5,1448,40,192,0,1420792200000
1,9,2015,15,L47503,L,297.8,308.5,1561,46.3,194,0,1420795800000
1,9,2015,16,L47505,L,297.8,308.5,1699,27.8,199,0,1420799400000
1,9,2015,17,L47506,L,297.7,308.5,1501,41.4,201,0,1420803000000
1,9,2015,18,L47507,L,297.7,308.5,1373,56.7,203,1,1420806600000
1,9,2015,19,L47513,L,297.5,308.2,1647,31.3,3,0,1420810200000
1,9,2015,20,L47515,L,297.4,308.1,1749,25.9,8,0,1420813800000
1,9,2015,21,L47517,L,297.6,308.3,1742,27.7,13,0,1420817400000
1,9,2015,22,L47518,L,297.5,308.2,1563,38.2,15,0,1420821000000
1,9,2015,23,L47520,L,297.4,308.1,1474,39.4,20,0,1420824600000
1,10,2015,0,L47522,L,297.4,308.2,1471,46.5,25,0,1420828200000
1,10,2015,1,L47523,L,297.5,308.3,1388,48.6,27,0,1420831800000
1,10,2015,2,L47525,L,297.5,308.3,1585,32.9,32,0,1420835400000
1,10,2015,3,L47527,L,297.5,308.3,1544,40.8,37,0,1420839000000
1,10,2015,4,L47528,L,297.6,308.3,1617,31.7,39,0,1420842600000
1,10,2015,5,L47529,L,297.6,308.3,1595,34.3,41,0,1420846200000
1,10,2015,6,L47534,L,297.6,308.3,1658,34.3,59,0,1420849800000
1,10,2015,7,L47535,L,297.6,308.3,1623,36.9,61,0,1420853400000
1,10,2015,8,L47537,L,297.6,308.4,1517,34.2,66,0,1420857000000
1,10,2015,9,L47541,L,297.5,308.3,1596,36.8,77,0,1420860600000
1,10,2015,10,L47543,L,297.6,308.3,1438,47.8,84,0,1420864200000
1,10,2015,11,L47544,L,297.6,308.4,1407,55.2,86,0,1420867800000
1,10,2015,12,L47545,L,297.6,308.4,1353,57.5,88,0,1420871400000
1,10,2015,13,L47548,L,297.5,308.4,1489,39.5,96,0,1420875000000
1,10,2015,14,L47551,L,297.5,308.4,1604,38.1,106,0,1420878600000
1,10,2015,15,L47553,L,297.4,308.3,1412,42,111,0,1420882200000
1,10,2015,16,L47554,L,297.4,308.3,1431,43,113,0,1420885800000
1,10,2015,17,L47555,L,297.4,308.2,1533,37.4,115,0,1420889400000
1,10,2015,18,L47558,L,297.3,308.2,1754,29.4,123,0,1420893000000
1,10,2015,19,L47559,L,297.3,308.2,1754,26.8,125,0,1420896600000
1,10,2015,20,L47560,L,297.5,308.3,2564,12.8,127,1,1420900200000
1,10,2015,21,L47561,L,297.5,308.5,1546,40.4,129,0,1420903800000
1,10,2015,22,L47562,L,297.5,308.5,1335,48,131,0,1420907400000
1,10,2015,23,L47564,L,297.5,308.5,1712,26.8,136,0,1420911000000
1,11,2015,0,L47566,L,297.6,308.7,1319,50.9,141,0,1420914600000
1,11,2015,1,L47567,L,297.7,308.7,1249,60.4,143,0,1420918200000
1,11,2015,2,L47568,L,297.6,308.7,1455,48.2,145,0,1420921800000
1,11,2015,3,L47570,L,297.6,308.7,1460,46.7,150,0,1420925400000
1,11,2015,4,L47571,L,297.6,308.6,1491,38.1,152,0,1420929000000
1,11,2015,5,L47574,L,297.5,308.4,1528,39.9,160,0,1420932600000
1,11,2015,6,L47575,L,297.4,308.3,1571,37.7,162,0,1420936200000
1,11,2015,7,L47576,L,297.4,308.3,1490,42.6,164,0,1420939800000
1,11,2015,8,L47579,L,297.4,308.4,1392,49.7,174,0,1420943400000
1,11,2015,9,L47580,L,297.4,308.5,2100,16.9,176,0,1420947000000
1,11,2015,10,L47581,L,297.5,308.5,1722,30.4,178,0,1420950600000
1,11,2015,11,L47582,L,297.4,308.6,1678,32.3,180,0,1420954200000
1,11,2015,12,L47583,L,297.3,308.6,1273,59.8,182,0,1420957800000
1,11,2015,13,L47584,L,297.3,308.6,1297,45.9,184,0,1420961400000
1,11,2015,14,L47585,L,297.3,308.5,1350,57.6,186,0,1420965000000
1,11,2015,15,L47586,L,297.4,308.6,1439,51.9,188,0,1420968600000
1,11,2015,16,L47589,L,297.4,308.6,1459,41.3,196,0,1420972200000
1,11,2015,17,L47591,L,297.5,308.7,1429,44.3,201,0,1420975800000
1,11,2015,18,L47592,L,297.5,308.6,1388,48.2,203,0,1420979400000
1,11,2015,19,L47593,L,297.4,308.4,1573,34.5,205,0,1420983000000
1,11,2015,20,L47594,L,297.4,308.4,1588,32.5,207,0,1420986600000
1,11,2015,21,L47595,L,297.5,308.4,1511,42.8,209,0,1420990200000
1,11,2015,22,L47596,L,297.4,308.5,1495,37.8,211,0,1420993800000
1,11,2015,23,L47597,L,297.4,308.4,1394,50.1,213,0,1420997400000
1,12,2015,0,L47598,L,297.4,308.4,2151,17.7,0,0,1421001000000
1,12,2015,1,L47602,L,297.3,308.3,1333,55.2,11,0,1421004600000
1,12,2015,2,L47603,L,297.3,308.3,1484,43.9,13,0,1421008200000
1,12,2015,3,L47604,L,297.3,308.4,1430,45.7,15,0,1421011800000
1,12,2015,4,L47606,L,297.4,308.5,1501,44.9,20,0,1421015400000
1,12,2015,5,L47609,L,297.5,308.6,1208,62.3,28,0,1421019000000
1,12,2015,6,L47610,L,297.5,308.6,1596,37.1,30,0,1421022600000
1,12,2015,7,L47611,L,297.5,308.5,1446,41.9,32,0,1421026200000
1,12,2015,8,L47615,L,297.4,308.3,1493,41.2,43,0,1421029800000
1,12,2015,9,L47616,L,297.3,308.3,1504,36.3,45,0,1421033400000
1,12,2015,10,L47617,L,297.3,308.3,1538,38.5,47,0,1421037000000
1,12,2015,11,L47618,L,297.4,308.4,1341,52.2,49,0,1421040600000
1,12,2015,12,L47620,L,297.4,308.5,1389,39.2,54,0,1421044200000
1,12,2015,13,L47622,L,297.4,308.5,1399,61.5,61,1,1421047800000
1,12,2015,14,L47624,L,297.4,308.4,1582,37.2,68,0,1421051400000
1,12,2015,15,L47625,L,297.5,308.6,1793,26.7,70,0,1421055000000
1,12,2015,16,L47626,L,297.5,308.6,1452,39,72,0,1421058600000
1,12,2015,17,L47628,L,297.5,308.6,1552,44.9,77,0,1421062200000
1,12,2015,18,L47629,L,297.6,308.7,1622,37.9,79,0,1421065800000
1,12,2015,19,L47633,L,297.4,308.7,1510,36.2,92,0,1421069400000
1,12,2015,20,L47634,L,297.4,308.7,1468,46.6,94,0,1421073000000
1,12,2015,21,L47635,L,297.4,308.7,1429,57.4,96,0,1421076600000
1,12,2015,22,L47637,L,297.4,308.6,1276,53.6,103,0,1421080200000
1,12,2015,23,L47638,L,297.3,308.6,1486,42.6,105,0,1421083800000
1,13,2015,12,L47639,L,297.4,308.6,1476,42.3,107,0,1421130600000
1,13,2015,1,L47641,L,297.4,308.7,1402,40.2,114,0,1421091000000
1,13,2015,2,L47642,L,297.4,308.7,1433,43.4,116,0,1421094600000
1,13,2015,3,L47643,L,297.4,308.7,2874,4.2,118,1,1421098200000
1,13,2015,4,L47644,L,297.3,308.6,1511,35.7,120,0,1421101800000
1,13,2015,5,L47646,L,297.2,308.5,1550,41.5,125,0,1421105400000
1,13,2015,6,L47647,L,297.2,308.5,2182,16.5,127,0,1421109000000
1,13,2015,7,L47648,L,297.3,308.7,1619,31.6,129,0,1421112600000
1,13,2015,8,L47654,L,297.4,309.1,1478,49.8,150,0,1421116200000
1,13,2015,9,L47655,L,297.4,309.1,1380,41.1,152,0,1421119800000
1,13,2015,10,L47656,L,297.4,309,1570,37.9,154,0,1421123400000
1,13,2015,11,L47658,L,297.4,309,1833,22.6,161,0,1421127000000
1,13,2015,12,L47660,L,297.4,309,1583,32,166,0,1421130600000
1,13,2015,1,L47662,L,297.3,309,1548,37.4,171,0,1421091000000
1,13,2015,2,L47663,L,297.4,309,1324,56.9,173,0,1421094600000
1,13,2015,3,L47664,L,297.4,309,1568,33.7,175,0,1421098200000
1,13,2015,4,L47668,L,297.4,309.2,1584,42.8,186,0,1421101800000
1,13,2015,5,L47670,L,297.4,309.2,1459,37.9,191,0,1421105400000
1,13,2015,6,L47671,L,297.4,309.2,1420,45.6,193,0,1421109000000
1,13,2015,7,L47672,L,297.5,309.3,1404,43.5,195,0,1421112600000
1,13,2015,8,L47673,L,297.5,309.3,1470,38.8,197,0,1421116200000
1,13,2015,9,L47674,L,297.6,309.4,1326,49.8,199,0,1421119800000
1,13,2015,10,L47677,L,297.4,309,1505,39.2,209,0,1421123400000
1,13,2015,11,L47678,L,297.5,309.1,1611,30.2,211,0,1421127000000
1,14,2015,12,L47679,L,297.5,309.1,1515,35.1,213,0,1421217000000
1,14,2015,1,L47682,L,297.6,309.2,1390,43.3,221,0,1421177400000
1,14,2015,2,L47685,L,297.6,309.3,1610,35,6,0,1421181000000
1,14,2015,3,L47686,L,297.6,309.3,1543,34.3,8,0,1421184600000
1,14,2015,4,L47688,L,297.7,309.3,1893,24.6,15,0,1421188200000
1,14,2015,5,L47690,L,297.5,309.3,1564,37.5,20,0,1421191800000
1,14,2015,6,L47691,L,297.5,309.3,1479,39.4,22,0,1421195400000
1,14,2015,7,L47692,L,297.5,309.2,1426,44.8,24,0,1421199000000
1,14,2015,8,L47693,L,297.4,309.2,1428,38.8,26,0,1421202600000
1,14,2015,9,L47694,L,297.4,309.2,1620,33.2,28,0,1421206200000
1,14,2015,10,L47695,L,297.5,309.2,1715,28,30,0,1421209800000
1,14,2015,11,L47696,L,297.5,309.3,1732,29.9,32,0,1421213400000
1,14,2015,12,L47698,L,297.6,309.5,1924,20.6,37,0,1421217000000
1,14,2015,1,L47700,L,297.6,309.5,1617,36.2,42,0,1421177400000
1,14,2015,2,L47701,L,297.5,309.4,1497,35.8,44,0,1421181000000
1,14,2015,3,L47703,L,297.4,309.4,1401,45.9,49,0,1421184600000
1,14,2015,4,L47704,L,297.4,309.4,1620,35.4,51,0,1421188200000
1,14,2015,5,L47705,L,297.4,309.4,1466,45.5,53,0,1421191800000
1,14,2015,6,L47706,L,297.6,309.5,1373,50.6,55,0,1421195400000
1,14,2015,7,L47709,L,297.6,309.5,1569,36.2,63,0,1421199000000
1,14,2015,8,L47711,L,297.6,309.5,1549,34.9,68,0,1421202600000
1,14,2015,9,L47712,L,297.5,309.4,1443,45.4,70,0,1421206200000
1,14,2015,10,L47713,L,297.5,309.3,1675,29.8,72,0,1421209800000
1,14,2015,11,L47714,L,297.5,309.3,1623,33.4,74,0,1421213400000
1,15,2015,12,L47716,L,297.4,309.3,1759,24.8,81,0,1421303400000
1,15,2015,1,L47720,L,297.4,309.4,1473,45.5,94,0,1421263800000
1,15,2015,2,L47721,L,297.4,309.4,1296,52.3,96,0,1421267400000
1,15,2015,3,L47722,L,297.5,309.4,1803,24.7,98,0,1421271000000
1,15,2015,4,L47725,L,297.6,309.4,1958,22.1,108,0,1421274600000
1,15,2015,5,L47726,L,297.5,309.4,1809,24.3,110,0,1421278200000
1,15,2015,6,L47728,L,297.4,309.3,1332,53.2,115,0,1421281800000
1,15,2015,7,L47729,L,297.4,309.2,1437,40.4,117,0,1421285400000
1,15,2015,8,L47730,L,297.4,309.2,1698,29.4,119,0,1421289000000
1,15,2015,9,L47731,L,297.4,309.2,1274,54.3,121,0,1421292600000
1,15,2015,10,L47736,L,297.5,309.4,1357,50.1,137,0,1421296200000
1,15,2015,11,L47738,L,297.5,309.4,1650,34.6,142,0,1421299800000
1,15,2015,12,L47739,L,297.5,309.4,1503,40.6,144,0,1421303400000
1,15,2015,1,L47740,L,297.5,309.4,1318,58.2,146,0,1421263800000
1,15,2015,2,L47742,L,297.6,309.5,1574,30.9,151,0,1421267400000
1,15,2015,3,L47743,L,297.7,309.6,1529,35.2,153,0,1421271000000
1,15,2015,4,L47748,L,297.8,309.7,1935,22.1,171,0,1421274600000
1,15,2015,5,L47750,L,297.7,309.7,1498,41,176,0,1421278200000
1,15,2015,6,L47752,L,297.8,309.9,1351,49,181,0,1421281800000
1,15,2015,7,L47753,L,297.9,309.9,1472,45,183,0,1421285400000
1,15,2015,8,L47757,L,297.7,309.7,1591,37.7,196,0,1421289000000
